published_at_utc,date,title,url,domain,language,published_at_utc_dt
2025-09-01T15:00:00+00:00,2025-09-01,"[ 코인 시황 ] 비트코인 , 9월 첫 거래일 10만달러 방어 ... 계절적 약세 우려↑",https://www.newspim.com/news/view/20250901001031,www.newspim.com,Korean,2025-09-01 15:00:00+00:00
2025-09-01T12:45:00+00:00,2025-09-01,Биткоин в августе обновил рекорд и сбил цикличность рынка . Что изменилось :: РБК . Крипто,https://www.rbc.ru/crypto/news/68b57c1c9a79475c391b337c,www.rbc.ru,Russian,2025-09-01 12:45:00+00:00
2025-09-01T09:30:00+00:00,2025-09-01,"Tether duyurdu : Bitcoin üzerinde hızlı , özel ve hafif USDT ödemeleri başlıyor",https://www.dunya.com/finans/kripto-para/tether-duyurdu-bitcoin-uzerinde-hizli-ozel-ve-hafif-usdt-odemeleri-basliyor-haberi-792149,www.dunya.com,Turkish,2025-09-01 09:30:00+00:00
2025-09-01T02:45:00+00:00,2025-09-01,Peter Schiff Asks If Bitcoin Is  Digital Gold  Why Is It Trading 13 % Below Record Highs Despite  All The Hype  And Trump Administration Support,https://www.benzinga.com/crypto/cryptocurrency/25/08/47433508/peter-schiff-asks-if-bitcoin-is-digital-gold-why-is-it-trading-13-below-record-highs-despit,www.benzinga.com,English,2025-09-01 02:45:00+00:00
2025-09-01T02:00:00+00:00,2025-09-01,Peter Schiff Asks If Bitcoin Is  Digital Gold  Why Is It Trading 13 % Below Record Highs Despite  All The Hype  And Trump Administration Support,https://www.benzinga.com/crypto/cryptocurrency/25/08/47433508/peter-schiff-asks-if-bitcoin-is-digital-gold-why-is-it-trading-13-below-record-highs-despite-all-the-hype-and-trump-administration-support,www.benzinga.com,English,2025-09-01 02:00:00+00:00
2025-09-01T21:30:00+00:00,2025-09-01,Strategy Eyes First Crypto Spot on S & P 500,https://www.pymnts.com/blockchain/bitcoin/2025/strategy-eyes-first-crypto-spot-sp-500/,www.pymnts.com,English,2025-09-01 21:30:00+00:00
2025-09-01T15:15:00+00:00,2025-09-01,Crypto Casino in 2025 | JACKBIT BTC Casino Recognized as a Bitcoin - Friendly Space for Slots & Live Games,https://www.manilatimes.net/2025/09/01/tmt-newswire/globenewswire/crypto-casino-in-2025-jackbit-btc-casino-recognized-as-a-bitcoin-friendly-space-for-slots-live-games/2176887,www.manilatimes.net,English,2025-09-01 15:15:00+00:00
2025-09-01T23:00:00+00:00,2025-09-01,Bitcoin için kuantum alarmı : Uzman 3 yıl içinde risk uyarısı yaptı,https://ogunhaber.com/dunya/bitcoin-icin-kuantum-alarmi-uzman-3-yil-icinde-risk-uyarisi-yapti-2993444h.html,ogunhaber.com,Turkish,2025-09-01 23:00:00+00:00
2025-09-01T22:30:00+00:00,2025-09-01,Bitcoini benimseyen El Salvador alarmda,https://www.f5haber.com/spor/bitcoini-benimseyen-el-salvador-alarmda-6816963,www.f5haber.com,Turkish,2025-09-01 22:30:00+00:00
2025-09-01T02:00:00+00:00,2025-09-01,"비트코인 , 美 인플레이션 우려에 11만 달러 반납",https://www.newsway.co.kr/news/view?ud=2025090108571130756,www.newsway.co.kr,Korean,2025-09-01 02:00:00+00:00
2025-09-01T05:00:00+00:00,2025-09-01,"비트코인 , 美 인플레이션 우려에 11만 달러 반납",https://newsway.co.kr/news/view?ud=2025090108571130756,newsway.co.kr,Korean,2025-09-01 05:00:00+00:00
2025-09-01T16:00:00+00:00,2025-09-01,"Why XRP , BNB and Solana traders brace for a bearish September",https://www.fxstreet.com/cryptocurrencies/news/xrp-bnb-and-solana-brace-for-a-bearish-september-202509011538,www.fxstreet.com,English,2025-09-01 16:00:00+00:00
2025-09-01T15:00:00+00:00,2025-09-01,"Metaplanet President Lays Out Plan To Acquire 210 , 000 Bitcoin By 2027 At Shareholder Meeting",https://bitcoinmagazine.com/business/metaplanets-president-lays-out-plan-to-acquire-210000-bitcoin-by-2027-at-shareholder-meeting,bitcoinmagazine.com,English,2025-09-01 15:00:00+00:00
2025-09-01T00:45:00+00:00,2025-09-01,Akankah Harga Bitcoin Turun di September ? Ini Analisisnya,https://internasional.kontan.co.id/news/akankah-harga-bitcoin-turun-di-september-ini-analisisnya,internasional.kontan.co.id,Indonesian,2025-09-01 00:45:00+00:00
2025-09-01T09:30:00+00:00,2025-09-01,Eric Trump - advised Japanese bitcoin firm Metaplanet to vote on capital - raising plan,https://www.bworldonline.com/technology/2025/09/01/694906/eric-trump-advised-japanese-bitcoin-firm-metaplanet-to-vote-on-capital-raising-plan/,www.bworldonline.com,English,2025-09-01 09:30:00+00:00
2025-09-01T09:45:00+00:00,2025-09-01,"Blažek věděl , že bitcoiny zajistila policie , přesto je stát dál dražil , uvádí audit",https://www.idnes.cz/zpravy/domaci/blazek-vedel-ze-bitcoiny-zajistila-policie-presto-je-stat-chtel-drazit-konstatuje-audit.A250901_095534_domaci_hejj,www.idnes.cz,Czech,2025-09-01 09:45:00+00:00
2025-09-01T16:00:00+00:00,2025-09-01,"FT : Kryptot yleistyvät luksusmatkojen maksuvälineenä , koska nuoret miljonrit törsvät niitä yksityislentoihin",https://www.hs.fi/talous/art-2000011464700.html,www.hs.fi,Finnish,2025-09-01 16:00:00+00:00
2025-09-01T07:15:00+00:00,2025-09-01,Ethereum ve Bitcoin ETFlerine sermaye girişi,https://www.milliyet.com.tr/uzmanpara/ethereum-ve-bitcoin-etflerine-sermaye-girisi-7437389,www.milliyet.com.tr,Turkish,2025-09-01 07:15:00+00:00
2025-09-01T12:45:00+00:00,2025-09-01,"HNonline . sk - České ministerstvo prevádzalo bitcoiny , hoci exminister už vedel o podozrení",https://hnonline.sk/svet/96232592-ceske-ministerstvo-prevadzalo-bitcoiny-hoci-exminister-uz-vedel-o-podozreni,hnonline.sk,Slovak,2025-09-01 12:45:00+00:00
2025-09-01T09:15:00+00:00,2025-09-01,"Audit : Úřad převáděl bitcoiny , i když Blažek věděl , že je zajistila policie",https://www.denik.cz/z_domova/bitcoin-kauza-audit-pavel-blazek-jirikovsky.html,www.denik.cz,Czech,2025-09-01 09:15:00+00:00
2025-09-01T11:30:00+00:00,2025-09-01,"České ministerstvo prevádzalo bitcoiny , hoci Blažek vedel o podozrení",https://www.teraz.sk/zahranicie/ceske-ministerstvo-prevadzalo-bitcoin/903249-clanok.html,www.teraz.sk,Slovak,2025-09-01 11:30:00+00:00
2025-09-01T02:15:00+00:00,2025-09-01,Eric Trump - advised Japanese bitcoin firm Metaplanet to vote on capital - raising plan,https://www.marketscreener.com/news/eric-trump-advised-japanese-bitcoin-firm-metaplanet-to-vote-on-capital-raising-plan-ce7c50d2db8ffe24,www.marketscreener.com,English,2025-09-01 02:15:00+00:00
2025-09-01T09:15:00+00:00,2025-09-01,"Audit : Úřad dál převáděl bitcoiny , i když Blažek věděl o zajištění kryptoměny",https://www.ceskenoviny.cz/zpravy/audit-urad-dal-prevadel-bitcoiny-i-kdyz-blazek-vedel-o-zajisteni-kryptomeny/2715321,www.ceskenoviny.cz,Czech,2025-09-01 09:15:00+00:00
2025-09-01T16:45:00+00:00,2025-09-01,Městský soud v Brně odeslal stížnost Jiřikovského proti vazbě na krajský soud,https://www.ceskenoviny.cz/zpravy/mestsky-soud-v-brne-odeslal-stiznost-jirikovskeho-proti-vazbe-na-krajsky-soud/2709425,www.ceskenoviny.cz,Czech,2025-09-01 16:45:00+00:00
2025-09-01T17:15:00+00:00,2025-09-01,Eric Trump - advised Japanese bitcoin firm Metaplanet to vote on capital - raising plan,https://www.manilatimes.net/2025/09/02/business/foreign-business/eric-trump-advised-japanese-bitcoin-firm-metaplanet-to-vote-on-capital-raising-plan/2176928,www.manilatimes.net,English,2025-09-01 17:15:00+00:00
2025-09-01T00:45:00+00:00,2025-09-01,Hong Kong University Business School Prepares to Accept Bitcoin for Tuition Payments,https://bravenewcoin.com/insights/hong-kong-university-business-school-prepares-to-accept-bitcoin-for-tuition-payments,bravenewcoin.com,English,2025-09-01 00:45:00+00:00
2025-09-01T09:30:00+00:00,2025-09-01,Za přijetí bitcoinů nesl přímou odpovědnost náměstek Daňhel | iROZHLAS,https://www.irozhlas.cz/zpravy-domov/za-prijeti-bitcoinu-nesl-primou-odpovednost-namestek-danhel-informace-mel-podle_2509011015_mst,www.irozhlas.cz,Czech,2025-09-01 09:30:00+00:00
2025-09-01T09:30:00+00:00,2025-09-01,Nvidia tahmini kriptoyu da vurdu ! Bitcoin 2 ayın en düşüğünde,https://www.dunya.com/finans/haberler/nvidia-tahmini-kriptoyu-da-vurdu-bitcoin-2-ayin-en-dusugunde-haberi-792154,www.dunya.com,Turkish,2025-09-01 09:30:00+00:00
2025-09-01T10:30:00+00:00,2025-09-01,Биткойн достиг двухмесячного минимума,https://korrespondent.net/business/financial/4812113-bytkoin-dostyh-dvukhmesiachnoho-mynymuma,korrespondent.net,Russian,2025-09-01 10:30:00+00:00
2025-09-01T06:15:00+00:00,2025-09-01,BTC Raises 2 Million SEK Through Exercise of TO1 Warrants,https://www.marketscreener.com/news/btc-raises-2-million-sek-through-exercise-of-to1-warrants-ce7c50d2da81f526,www.marketscreener.com,English,2025-09-01 06:15:00+00:00
2025-09-01T09:45:00+00:00,2025-09-01,"최성환 SK네트웍스 사업총괄 사장 , 에릭 트럼프와 회동",https://biz.heraldcorp.com/article/10566176,biz.heraldcorp.com,Korean,2025-09-01 09:45:00+00:00
2025-09-01T17:15:00+00:00,2025-09-01,XRP Price Slumps 3 % As Gumi Buys $17M Amid Litecoin Attack,https://insidebitcoins.com/news/xrp-price-prediction-ripple-token-falls-3-as-japans-gumi-invests-17m-and-litecoin-calls-it-a-rotten-egg,insidebitcoins.com,English,2025-09-01 17:15:00+00:00
2025-09-01T16:00:00+00:00,2025-09-01,"Crypto Investment Products See $2 . 48B Weekly Inflows , Pushing August Total to $4 . 37B",https://finance.yahoo.com/news/crypto-investment-products-see-2-151107346.html,finance.yahoo.com,English,2025-09-01 16:00:00+00:00
2025-09-01T19:15:00+00:00,2025-09-01,DJ Cuppy Dad Jokes About Bitcoin in Funny Email,https://punchng.com/dj-cuppy-leaks-funny-email-from-her-dad-requesting-5-bitcoin/,punchng.com,English,2025-09-01 19:15:00+00:00
2025-09-01T07:15:00+00:00,2025-09-01,Bitcoin - Kurs aktuell : Start in den September zeigt klare Veränderung,https://www.morgenpost.de/ratgeber-wissen/finanzen/article409588594/bitcoin-aktuell-klare-veraenderung-zum-monatsstart.html,www.morgenpost.de,German,2025-09-01 07:15:00+00:00
2025-09-01T09:30:00+00:00,2025-09-01,[ ZD 위클리 코인 ] 업비트 지수 4 . 92 % 하락 … 비트코인 · 이더리움 동반 약세,https://zdnet.co.kr/view/?no=20250901143745,zdnet.co.kr,Korean,2025-09-01 09:30:00+00:00
2025-09-01T12:45:00+00:00,2025-09-01,Is Iren Limited Stock Still a Buy ? | The Motley Fool,https://www.fool.com/investing/2025/09/01/is-iren-limited-stock-still-a-buy/?source=iedfolrf0000001,www.fool.com,English,2025-09-01 12:45:00+00:00
2025-09-01T07:15:00+00:00,2025-09-01,Canaccord Genuity Reiterates a Buy Rating on Strategy Inc . ( MSTR ) With a $464 PT,https://finance.yahoo.com/news/canaccord-genuity-reiterates-buy-rating-041028364.html,finance.yahoo.com,English,2025-09-01 07:15:00+00:00
2025-09-01T03:00:00+00:00,2025-09-01,Crypto Wealth Fuels  Tremendou Demand for Luxury Travel,https://www.pymnts.com/cryptocurrency/2025/crypto-wealth-fuels-tremendous-demand-for-luxury-travel/,www.pymnts.com,English,2025-09-01 03:00:00+00:00
2025-09-01T09:15:00+00:00,2025-09-01,"Buccaneer Energy secures funding for Fouke drilling , eyes innovative gas monetization via Bitcoin",https://www.proactiveinvestors.co.uk/companies/news/1077571/buccaneer-energy-secures-funding-for-fouke-drilling-eyes-innovative-gas-monetization-via-bitcoin-1077571.html,www.proactiveinvestors.co.uk,English,2025-09-01 09:15:00+00:00
2025-09-01T17:00:00+00:00,2025-09-01,"Metaplanet acquires 1 , 009 bitcoins for ~$0 . 11B , issues 11 . 5M new shares ( MTPLF : Grey Market )",https://seekingalpha.com/news/4490815-metaplanet-acquires-1009-bitcoins-for-011b-issues-115m-new-shares,seekingalpha.com,English,2025-09-01 17:00:00+00:00
2025-09-01T16:00:00+00:00,2025-09-01,歐洲大崩潰 、 美國也完蛋 ！ 富爸爸急喊 「 快買3種資產 」 - 財經,https://www.chinatimes.com/realtimenews/20250901001499-260410?ctrack=mo_money_headl_p010,www.chinatimes.com,Chinese,2025-09-01 16:00:00+00:00
2025-09-01T16:00:00+00:00,2025-09-01,歐洲大崩潰 、 美國也完蛋 ！ 富爸爸急喊 「 快買3種資產 」 - 財經,https://www.chinatimes.com/realtimenews/20250901001499-260410?ctrack=mo_money_headl_p010?ctrack=pc_money_headl_p01,www.chinatimes.com,Chinese,2025-09-01 16:00:00+00:00
2025-09-01T09:15:00+00:00,2025-09-01,富爸爸作者示警 ： 歐洲 、 美國市場完蛋了 「 快買3資產自救 」 | 財經 | 三立新聞網 SETN . COM,https://www.setn.com/News.aspx?NewsID=1713778,www.setn.com,Chinese,2025-09-01 09:15:00+00:00
2025-09-01T05:00:00+00:00,2025-09-01,"빗썸 , 스타일 커머스 플랫폼  지그재그  와 제휴 이벤트 진행",https://zdnet.co.kr/view/?no=20250901114812,zdnet.co.kr,Korean,2025-09-01 05:00:00+00:00
2025-09-01T12:45:00+00:00,2025-09-01,"최성환 SK네트웍스 사업총괄 사장 , 에릭 트럼프와 만나",http://m.metroseoul.co.kr/article/20250901500580,m.metroseoul.co.kr,Korean,2025-09-01 12:45:00+00:00
2025-09-01T02:15:00+00:00,2025-09-01,Cipher Mining ( CIFR ) Hits New All - Time High on Growing Optimism for Crypto,https://www.insidermonkey.com/blog/cipher-mining-cifr-hits-new-all-time-high-on-growing-optimism-for-crypto-1601004/,www.insidermonkey.com,English,2025-09-01 02:15:00+00:00
2025-09-01T08:45:00+00:00,2025-09-01,월셔 북창동 순두부에서 함께 일하실 서버님 모십니다 !,https://www.radiokorea.com:443/bulletin/bbs/board.php?bo_table=c_jobs&wr_id=4026974,www.radiokorea.com:443,Korean,2025-09-01 08:45:00+00:00
2025-09-01T21:30:00+00:00,2025-09-01,추풍령 AYCE Korean BBQ ( Road to Seoul - Western ) 풀 / 파트타임 서버 모집,https://www.radiokorea.com:443/bulletin/bbs/board.php?bo_table=c_jobs&wr_id=4027152,www.radiokorea.com:443,Korean,2025-09-01 21:30:00+00:00
2025-09-01T21:30:00+00:00,2025-09-01,Solana Real World Assets Hit $500M All - Time High : Will SOL Price Hit $300 in September ?,https://www.coinspeaker.com/solana-real-world-assets-hit-500m-all-time-high-will-sol-price-hit-300-in-september/,www.coinspeaker.com,English,2025-09-01 21:30:00+00:00
2025-09-01T19:15:00+00:00,2025-09-01,Nhà đồng sáng lập Ethereum : ETH có thể tăng gấp 100 lần từ đây !,https://cafef.vn/nha-dong-sang-lap-ethereum-eth-co-the-tang-gap-100-lan-tu-day-188250901223845999.chn,cafef.vn,Vietnamese,2025-09-01 19:15:00+00:00
2025-09-01T00:45:00+00:00,2025-09-01,H mart Torrance 지점에서 함께 성장할 직원을 모집합니다 .,https://www.radiokorea.com:443/bulletin/bbs/board.php?bo_table=c_jobs&wr_id=4026895,www.radiokorea.com:443,Korean,2025-09-01 00:45:00+00:00
2025-09-01T18:30:00+00:00,2025-09-01,H mart Torrance 지점에서 함께 성장할 직원을 모집합니다 .,https://www.radiokorea.com:443/bulletin/bbs/board.php?bo_table=c_jobs&wr_id=4027049,www.radiokorea.com:443,Korean,2025-09-01 18:30:00+00:00
2025-09-01T08:45:00+00:00,2025-09-01,Azərbaycan neft qiymətlərinin həftəlik İCMALI,https://az.trend.az/business/energy/4085716.html,az.trend.az,Azerbaijani,2025-09-01 08:45:00+00:00
2025-09-01T03:00:00+00:00,2025-09-01,Crypto Analyst Contends Markets Show Promise of Recovery,https://www.pymnts.com/cryptocurrency/2025/crypto-analyst-contends-markets-show-promise-of-recovery/,www.pymnts.com,English,2025-09-01 03:00:00+00:00
2025-09-01T08:30:00+00:00,2025-09-01,BTC Polls 2025 : Akhil Gogoi Raijor Dal Announces 4 Candidates .,https://www.sentinelassam.com/north-east-india-news/assam-news/raijor-dal-announces-candidates-for-btc-polls-2025-akhil-gogoi-approves-list,www.sentinelassam.com,English,2025-09-01 08:30:00+00:00
2025-09-01T16:45:00+00:00,2025-09-01,대학입시 ( 컨설팅 ) 조언 필요한 9 & 10 & 11학년 모집,https://www.radiokorea.com:443/bulletin/bbs/board.php?bo_table=c_jobs&wr_id=4027041,www.radiokorea.com:443,Korean,2025-09-01 16:45:00+00:00
2025-09-01T21:30:00+00:00,2025-09-01,다우니에 새로 오픈한 고기집에서 매니저 구합니다 .,https://www.radiokorea.com:443/bulletin/bbs/board.php?bo_table=c_jobs&wr_id=4027143,www.radiokorea.com:443,Korean,2025-09-01 21:30:00+00:00
2025-09-01T03:45:00+00:00,2025-09-01,Nechte mluvit Blažka | ParlamentniListy . cz – politika ze všech stran,https://www.parlamentnilisty.cz/profily/Mgr-Jan-Klan-2130/clanek/Nechte-mluvit-Blazka-141670,www.parlamentnilisty.cz,Czech,2025-09-01 03:45:00+00:00
2025-09-01T03:45:00+00:00,2025-09-01,Klán ( KSČM ): Nechte mluvit Blažka | ParlamentniListy . cz – politika ze všech stran,https://www.parlamentnilisty.cz/politika/politici-volicum/Klan-KSCM-Nechte-mluvit-Blazka-779151,www.parlamentnilisty.cz,Czech,2025-09-01 03:45:00+00:00
2025-09-01T04:30:00+00:00,2025-09-01,"XRP Makin Diminati Investor Wall Street , Ini Penyebabnya !",https://www.liputan6.com/crypto/read/6147442/xrp-makin-diminati-investor-wall-street-ini-penyebabnya,www.liputan6.com,Indonesian,2025-09-01 04:30:00+00:00
2025-09-01T09:30:00+00:00,2025-09-01,Warum sich der Bitcoin - Kurs jetzt schnell erholen könnte,https://www.finanzen.net/nachricht/devisen/warum-sich-der-bitcoin-kurs-jetzt-schnell-erholen-koennte-14787407,www.finanzen.net,German,2025-09-01 09:30:00+00:00
2025-09-01T05:30:00+00:00,2025-09-01,파티시에 및 바리스타 서버 여자분 구함,https://www.radiokorea.com:443/bulletin/bbs/board.php?bo_table=c_jobs&wr_id=4026963,www.radiokorea.com:443,Korean,2025-09-01 05:30:00+00:00
2025-09-01T05:30:00+00:00,2025-09-01,파티시에 및 바리스타 서버 여자분 구함,https://www.radiokorea.com:443/bulletin/bbs/board.php?bo_table=c_jobs&wr_id=4026951,www.radiokorea.com:443,Korean,2025-09-01 05:30:00+00:00
2025-09-01T18:45:00+00:00,2025-09-01,Продолжит ли золото дорожать и стоит ли инвесторам играть на повышение,https://www.kommersant.ru/doc/8007051,www.kommersant.ru,Russian,2025-09-01 18:45:00+00:00
